"id","id_subj","round","session","period","id_grp","grp","time","time_start","duration","links","payoff"
"1","2301","1","24","1","5","1","1581500779","1581500502","280","[72,8,38,76,75,29,49,33,32,43,92,18,42,80,26,16,11,58,94,50,66]","-118.5"
"2","2325","1","24","1","63","1","1581500781","1581500502","280","[71,65,86,18,34]","127.4"
"3","2394","1","24","1","14","1","1581500740","1581500502","280","[18,99,34]","61.1"
"4","2356","1","24","1","49","1","1581500779","1581500502","280","[33,39,62,23]","18.7"
"5","2388","1","24","1","42","1","1581500765","1581500502","280","[8,17,75,24,80,49,62,39,96,59,74,91,71,84,14,92,31,64,34,78,9,73,99,44]","-330.7"
"6","2373","1","24","1","41","1","1581500779","1581500502","280","[72,49,61,88,100]","102.5"
"7","2379","1","24","1","65","1","1581500778","1581500502","280","[34,98,69,24]","106.5"
"8","2349","1","24","1","38","1","1581500695","1581500502","280","[100,1,51,91]","152.2"
"9","2339","1","24","1","62","1","1581500780","1581500502","280","[8,1,48,85,80,100,91,56,93,29,19,96,14,35,65,71,88,22,92,45,41,42,49,72]","73.6"
"10","2338","1","24","1","39","1","1581500781","1581500502","280","[1,37,82,58,91,59,77,50,87,38,61,93,98,18,4,21,31,49]","141.3"
"11","2348","1","24","1","99","1","1581500753","1581500502","280","[78,81,34,62,41,32,93,87,92,33,14,42,94,43,5,98,3]","-113.3"
"12","2312","1","24","1","34","1","1581500781","1581500502","280","[55,100,85,99,43,47,41,57,19,32,35,22,69,18,29,65,94,51,25,95,40,74,30,79,80,42,92,96,21,64,14,63,62,72,33,56,5,88,91,46,23,68,38,4,84,86,67,7,58,36,66,15,9,98]","-103.3"
"13","2315","1","24","1","44","1","1581500762","1581500502","280","[84,31,81,73,18,91,66,42,92]","-99.3"
"14","2328","1","24","1","79","1","1581500772","1581500502","280","[85,9,80,74,61,21,49,45,67,37,22,1,40,18,100,57,11]","-104.9"
"15","2335","1","24","1","95","1","1581500780","1581500502","280","[1,34,47,77,2,100]","69.4"
"16","2346","1","24","1","53","1","1581500780","1581500502","280","[74,10,28,46,43,7,89,66,86,3,39,38,44,31,91,68,32,27,73,81,78,87,42]","-284"
"17","2347","1","24","1","24","1","1581500776","1581500502","280","[59,9,52,81,54,57,66,18,42,92,7,78,91,6,2,10,30,45,72,33,65,26]","-487.3"
"18","2323","1","24","1","67","1","1581500781","1581500502","280","[48,45,10,13,100,82,4,70]","30.2"
"19","2317","1","24","1","31","1","1581500781","1581500502","280","[79,17,82,37,39,55,75,58,77,38,43]","90.1"
"20","2332","1","24","1","58","1","1581500780","1581500502","280","[8,37,64,79,80,100,17,47,91,39,67,5,90,81,96,4,75,33,10,18,57,70,15,26,3,66,23,92,34,65,52,20,48,31]","-418.4"
"21","2340","1","24","1","36","1","1581500779","1581500502","280","[100,17,9,8,13,76]","113.4"
"22","2311","1","24","1","70","1","1581500769","1581500502","280","[76,31,58,91,81,87,85,8,10,4,67,39,59,61,84,97,75,37,82]","-106.4"
"23","2314","1","24","1","30","1","1581500782","1581500502","280","[74,4,96,90,37,66,18,47,11,16,88,34,2,1,52,71,24]","-368.7"
"24","2329","1","24","1","47","1","1581500779","1581500502","280","[1,85,17,59,46,16,4,19,32,67,21,34,49,62,75,82,30,52,18,20]","-140.2"
"25","2326","1","24","1","4","1","1581500782","1581500502","280","[19,74,37,76,8,61,22,39,17,49,84,93,9,80]","85"
"26","2305","1","24","1","8","1","1581500773","1581500502","280","[18,58,67,10,39,28,7,57,100,66,3,93]","-270.4"
"27","2316","1","24","1","68","1","1581500767","1581500502","280","[10,17,37,82,53,45,86,38,71,73,46,23,89,28,34,18]","-199.6"
"28","2333","1","24","1","82","1","1581500782","1581500502","280","[98,36,75,38,27,49,86,93,12,95,77,29,20,74,4,100,13,9,8,10,60,58,15,83,70]","14.9"
"29","2313","1","24","1","91","1","1581500777","1581500502","280","[44,73,36,38,54,82,100,75,94,59,58,42,12,10,9,81,26,6,8,72]","-195"
"30","2336","1","24","1","13","1","1581500767","1581500502","280","[100,49,9,25,61,97,37]","258.4"
"31","2364","1","24","1","94","1","1581500779","1581500502","280","[5,65,66,51,91,52,69]","41.4"
"32","2352","1","24","1","18","1","1581500781","1581500502","280","[8,49,59,75,85,100,17,99,47,67,25,20,39,94,73,30,21,33,11,22,52,12,78,92,91,71,10,40,60,72,2,34,14,82,80,19,44,24,56,6,66,50,81,58,76,1,29,23,5,63,88,26,79,90,3,65,15,68,93,9]","1111.3"
"33","2387","1","24","1","16","1","1581500776","1581500502","280","[82,66,91,47,30]","29.2"
"34","2360","1","24","1","83","1","1581500761","1581500502","280","[84,71,44,54,81,34,93,90,6,15,72,28,82,86,61]","-65.9"
"35","2374","1","24","1","37","1","1581500777","1581500502","280","[61,6,13,87,38,27,82]","109.3"
"36","2390","1","24","1","92","1","1581500776","1581500502","280","[58,42,18,88,96,12,34,86,6,24,91,73,10,5]","-335.8"
"37","2397","1","24","1","3","1","1581500772","1581500502","280","[100,79,25,1,82,53,69,89,23,33,46,58,28,10,72,26,8,32,47,94,18,80,99,81,16,78,73]","-449"
"38","2362","1","24","1","60","1","1581500774","1581500502","280","[72,98,36,18,15,88,75,76,59,93,95,80,28]","265.5"
"39","2353","1","24","1","86","1","1581500752","1581500502","280","[4,90,12,7,98]","94"
"40","2358","1","24","1","72","1","1581500782","1581500502","280","[64,18,73,93,7,11,26,60,83,20,1,69,5,62,34,41,3,6,24,37,97,91]","-115.4"
"41","2366","1","24","1","48","1","1581500767","1581500502","280","[64,37,85,100,74,58,67,21,22,93,57,86,59,90,36,1,80]","-229.2"
"42","2399","1","24","1","97","1","1581500777","1581500502","280","[8,70,10,28,20,13,82,15,54,61,93,74,37,87,75,27,35,11,66,59,91,51,100,12,80,9,63,73,58,69,72,18]","206.5"
"43","2344","1","24","1","81","1","1581500777","1581500502","280","[71,28,94,32,83,17,46,58,70,99,90,2,56,85,24,75,84,64,31,76,12,44,3,73,40,10,16,18,91,6,33,27,42,9,87,34,82,53]","-395.8"
"44","2357","1","24","1","78","1","1581500777","1581500502","280","[73,71,46,18,9,99,15,39,75,90,44,100,6,48,66,98,79,24,27,42,70,20,69,23,3]","-372.2"
"45","2367","1","24","1","7","1","1581500782","1581500502","280","[80,26,10,8,11,53,86,47,24,52,72,34]","-327.7"
"46","2368","1","24","1","52","1","1581500767","1581500502","280","[48,17,100,37,75,79,24,85,67,18,80,21,64,47,30,11,58,20,94,7,60,40,86,74,57,19]","-465.4"
"47","2381","1","24","1","43","1","1581500779","1581500502","280","[99,46,31,62]","80.9"
"48","2380","1","24","1","22","1","1581500773","1581500502","280","[38,18,100,48,37,34,19,79,67,40,88,80,9]","-218.6"
"49","2392","1","24","1","40","1","1581500772","1581500502","280","[8,79,17,37,64,22,77,74,18,29,47,98,11,100,57,35,19,52]","-168.2"
"50","2395","1","24","1","21","1","1581500767","1581500502","280","[25,41,77,19,79,45,20,74,47,56,12,98,36,100]","16.4"
"51","2377","1","24","1","73","1","1581500780","1581500502","280","[48,80,79,37,1,96,8,9,10,28,91,78,86,18,89,72,51,63,12,71,81,75,33,66,82,69,68,31,46,92,23,16,3,44]","-595.1"
"52","2393","1","24","1","9","1","1581500778","1581500502","280","[8,10,12,4,84,2,90,91,85,18]","13.7"
"53","2386","1","24","1","2","1","1581500775","1581500502","280","[9,85,64,75,30,18,33,71,80,59,57,96,5,95,1]","-73.2"
"54","2398","1","24","1","57","1","1581500778","1581500502","280","[1,80,85,100,13,87,66,20,58,82,8,76]","86.3"
"55","2396","1","24","1","46","1","1581500782","1581500502","280","[88,71,78,81,53,50,33,3,23,73,63,38,68,69,55,62,89]","-303.8"
"56","2359","1","24","1","1","1","1581500777","1581500502","280","[37,95,67,6,86,90,19,20,47,100]","74.7"
"57","2330","1","24","1","64","1","1581500762","1581500502","280","[72,58,59,91,81,75,11,12,42,66,10,56,6,2,34,51,52,47,48,76,40,22,19,74]","-476.4"
"58","2384","1","24","1","28","1","1581500782","1581500502","280","[80,85,79,41,33,19,37,100,73,10,4,31,44,38,68,26,48,91]","-40.6"
"59","2400","1","24","1","69","1","1581500781","1581500502","280","[72,25,63,80,91,71,54,1,3,23,86,82,51,47,94,27,35,33,88,59,73,2,85,46,42,29,34,84,14,78,66]","-218.2"
"60","2370","1","24","1","100","1","1581500782","1581500502","280","[71,1,37,15,85,50,44,70,10,98]","122.3"
"61","2389","1","24","1","11","1","1581500768","1581500502","280","[64,32,37,85,26,5,47,21,80,52,7,100,57,59,18,48,97,30,19,40,72]","-465.1"
"62","2304","1","24","1","29","1","1581500781","1581500502","280","[49,75,100,37,43,80,96,34]","141.4"
"63","2319","1","24","1","90","1","1581500770","1581500502","280","[8,1,48,75,9,31,39,56,55,86,10,80,18,93,100]","70.9"
"64","2318","1","24","1","50","1","1581500746","1581500502","280","[61,37,32,84,82,89,46,63]","-52"
"65","2355","1","24","1","93","1","1581500774","1581500502","280","[36,44,74,57,85,8,13,86,34,48,18]","53"
"66","2363","1","24","1","55","1","1581500726","1581500502","280","[95,89]","136.2"
"67","2385","1","24","1","61","1","1581500782","1581500502","280","[10,50,27]","121.8"
"68","2378","1","24","1","12","1","1581500774","1581500502","280","[37,62,11,45,35,18,85,49,34,51,43,65,67,90,48]","137.8"
"69","2350","1","24","1","26","1","1581500772","1581500502","280","[100,10,7,11,4,58,42,82,72,80,3,18,28,91,5,24]","-521.3"
"70","2327","1","24","1","89","1","1581500775","1581500502","280","[36,73,82,51,65,53,88,77,50,37,68,98,100,71,55,29,27,32,3,46,23,63]","-60.7"
"71","2342","1","24","1","20","1","1581500772","1581500502","280","[38,49,25,85,47,75,59,10,72,93]","110"
"72","2337","1","24","1","17","1","1581500777","1581500502","280","[85,75,47,82,62,18,60]","123.2"
"73","2306","1","24","1","98","1","1581500756","1581500502","280","[40,87,66]","150.2"
"74","2371","1","24","1","35","1","1581500772","1581500502","280","[34,82,25,77,95,88]","178.4"
"75","2376","1","24","1","84","1","1581500760","1581500502","280","[83,44,70,82,39,59,29,50]","-18.8"
"76","2369","1","24","1","23","1","1581500782","1581500502","280","[8,85,75,49,90,9,70,86,56,31,82,71,33,58,18,73]","71.9"
"77","2383","1","24","1","80","1","1581500780","1581500502","280","[36,82,58,47,10,20,52,48,21,74,79,54,73,46,28,57,7,18,88,2,55,1,40,11,26,6,66,91,14,34,33,22,30,71,92,42,69,45,5,39,9,15]","-583.6"
"78","2354","1","24","1","27","1","1581500768","1581500502","280","[51,65,48,74,42,45,98,23,60,88,63,43,89,9,13,15,4,87,97,100,25,35]","60.6"
"79","2365","1","24","1","76","1","1581500774","1581500502","280","[71,82,11,60,74,87,61,57,56,15,36,17]","192.7"
"80","2372","1","24","1","6","1","1581500770","1581500502","280","[31,82,54,60,75,59,95,12,80,16,9,81,92,33,72,41,5]","-28.2"
"81","2361","1","24","1","45","1","1581500781","1581500502","280","[37,75,80,85,47,20,82,71,33,12]","29.4"
"82","2351","1","24","1","19","1","1581500774","1581500502","280","[20,47,49,57,18,32,22,34,33,40,76,64,54,60,9,11,52,16,1]","-240.1"
"83","2308","1","24","1","54","1","1581500779","1581500502","280","[100,17,37,79,83,97,36,76,20,93,8,59,15,13,70,74,19,85]","-37"
"84","2341","1","24","1","88","1","1581500781","1581500502","280","[71,93,36,98,25,77,50,6,56,61,87,32,38,47,18,28,66,41,63]","152.3"
"85","2302","1","24","1","75","1","1581500762","1581500502","280","[1,48,58,39,91,81,38]","35.2"
"86","2391","1","24","1","51","1","1581500782","1581500502","280","[25,74,79,8,17,86,31,94,49,41,14]","139.9"
"87","2382","1","24","1","33","1","1581500777","1581500502","280","[17,79,38,80,85,39,98,96,82,59,71,58,34,18]","-20.5"
"88","2375","1","24","1","74","1","1581500755","1581500502","280","[80,79,48,100,40,54,30,21,64]","-234.8"
"89","2343","1","24","1","85","1","1581500782","1581500502","280","[54,34,18]","88.5"
"90","2320","1","24","1","59","1","1581500764","1581500502","280","[36,51,12,39,13,97,37,58]","108.3"
"91","2303","1","24","1","96","1","1581500777","1581500502","280","[98,8,75,22,93,5,29,19,6,50,77,85,2,32]","23.7"
"92","2310","1","24","1","77","1","1581500502","1581500502","280","[]","0"
"93","2307","1","24","1","71","1","1581500780","1581500502","280","[82,36,25,11,75,18,45,64,60,2,6,66,68]","-55.3"
"94","2324","1","24","1","25","1","1581500779","1581500502","280","[85,17,1,34,62,18]","127.4"
"95","2309","1","24","1","66","1","1581500698","1581500502","280","[31,44,94,71,91,39,24,17,8,58,10,53,30,73,16,6,18,80,57,78,4,82,64,97]","-435.6"
"96","2331","1","24","1","87","1","1581500776","1581500502","280","[56,32,81,82,99]","95.2"
"97","2321","1","24","1","15","1","1581500782","1581500502","280","[70,77,19,50,97,83,58,18,34,78,27,82]","25.5"
"98","2345","1","24","1","56","1","1581500762","1581500502","280","[18]","197.7"
"99","2322","1","24","1","32","1","1581500770","1581500502","280","[96,4,77,5]","95.8"
"100","2334","1","24","1","10","1","1581500763","1581500502","280","[8,18,49,58,97,80,26,67,9,25,61,73,7,68,53,66,12,92,70,81]","-344.5"
"101","2397","2","24","1","1","1","1581501431","1581501138","280","[48,43,42,62,14,79,55,4,38,57,7,2,72,89,11,90,34,97,87,37,40]","-219.8"
"102","2399","2","24","1","75","1","1581501440","1581501138","280","[8,37,78,71,36,55,11,88,67,38,2,95,44,80,20,81,61,62,63,19,31,69,96,42,14,76,82,17,5,92,7,57,79,86,43,77,32,53,13,35,87,23,89,99,15,9,12,90,21,60,91,47,34,18,83,16,41,10,3,73,74,45,46,64,28,25,50,33,29,84,24,59,27,26,65,98,97,94,68,54,30,66,85,22,72,51,40]","4557"
"103","2369","2","24","1","10","1","1581501435","1581501138","280","[51,92,16,11,63,75,25]","62.2"
"104","2381","2","24","1","30","1","1581501439","1581501138","280","[41,51,95]","106.3"
"105","2360","2","24","1","22","1","1581501432","1581501138","280","[8,100,97,24,43,80,51,14,15,99,21,83,9,12,62,17,27]","9.3"
"106","2352","2","24","1","14","1","1581501432","1581501138","280","[8,18,80,47,61,69,9,24,15,75,2,1,85,83,68,94,74,97,52,65,73,3,62]","131.9"
"107","2336","2","24","1","43","1","1581501400","1581501138","280","[17,47,59,75]","210"
"108","2380","2","24","1","32","1","1581501435","1581501138","280","[23,37,48,67,75,10,2,11,21,49,95,51,69,26,89,17,80,57]","-27.2"
"109","2364","2","24","1","26","1","1581501426","1581501138","280","[19,48]","104.6"
"110","2385","2","24","1","99","1","1581501439","1581501138","280","[15,61,75]","353.7"
"111","2366","2","24","1","4","1","1581501384","1581501138","280","[29,1,7,37,48,40,70,88]","-142.1"
"112","2359","2","24","1","68","1","1581501435","1581501138","280","[17,80,76,98,21,50,47,60,94,3,71]","119.6"
"113","2391","2","24","1","85","1","1581501420","1581501138","280","[17,24,63,57,41]","153.4"
"114","2315","2","24","1","74","1","1581501438","1581501138","280","[46,38,90,43,94,95]","92.9"
"115","2365","2","24","1","44","1","1581501432","1581501138","280","[15,84,17,99,47,97,58,75,52,56,69,43,74,93,20,18,29]","269.6"
"116","2368","2","24","1","17","1","1581501435","1581501138","280","[8,18,79,9,69,24,67,37,39,7,63,61,100,14,36,22,13,65,20,80,75,89,25,29]","-185.9"
"117","2367","2","24","1","6","1","1581501434","1581501138","280","[57,80,27,85,12]","59"
"118","2382","2","24","1","76","1","1581501434","1581501138","280","[37,66,48,98,60,81,7,5,36,79,17,75]","-118.4"
"119","2398","2","24","1","97","1","1581501433","1581501138","280","[17,44,85,41,54]","80.5"
"120","2354","2","24","1","80","1","1581501432","1581501138","280","[43,75,17,61,29,26,73,60,47,91,51,57,85,18,30,6,15,9,16,92,45,2,8,27,78,41,70,40]","133.1"
"121","2394","2","24","1","71","1","1581501392","1581501138","280","[48,95,68]","212"
"122","2362","2","24","1","11","1","1581501437","1581501138","280","[75,36,7,91,1,40,45,5,63,81,76,68,53,89,39,37,25,56]","-225.8"
"123","2396","2","24","1","29","1","1581501434","1581501138","280","[80,90,34,9,79,4,56,96,85,52,27,2,41,75,39,45,100,62,44,8]","52"
"124","2363","2","24","1","84","1","1581501436","1581501138","280","[36,75]","132.5"
"125","2400","2","24","1","9","1","1581501439","1581501138","280","[8,100,80,47,71,14,37,90,3,83,33,5,17,15,53,70,7,18,41,16,4,92,27,63,12,36,76,67,57]","29.2"
"126","2349","2","24","1","61","1","1581501440","1581501138","280","[97,50,28,99]","146.2"
"127","2330","2","24","1","47","1","1581501203","1581501138","280","[51]","175"
"128","2383","2","24","1","46","1","1581501439","1581501138","280","[76,72,98,25,74,12,94,36,55,64,48,13,23,82,21,60,67,2,41,97,99,70,15,75,77,66,52,44,93,90,53,81,71,73,65,33,35,95]","75.9"
"129","2340","2","24","1","19","1","1581501420","1581501138","280","[26,25,45,21,92,70,81,95,35,68,30,44,75,9,40]","-23.5"
"130","2387","2","24","1","13","1","1581501439","1581501138","280","[75,46,33,96]","39.2"
"131","2357","2","24","1","35","1","1581501437","1581501138","280","[24,44,55,26,87,89,20,30,19,33,51,50,63]","104.5"
"132","2356","2","24","1","67","1","1581501412","1581501138","280","[75]","210"
"133","2384","2","24","1","18","1","1581501395","1581501138","280","[39]","142.5"
"134","2392","2","24","1","70","1","1581501434","1581501138","280","[24,80,63,46,19,42,7,56,93,84,85,99,59,26,97,9,94,43,74,4,65,15]","-152.8"
"135","2390","2","24","1","50","1","1581501375","1581501138","280","[48,51,75]","98.5"
"136","2353","2","24","1","52","1","1581501426","1581501138","280","[55,99,44,84]","155.2"
"137","2388","2","24","1","92","1","1581501431","1581501138","280","[36,19,89,21,80,75,86,51,73,95,38,96]","-130.6"
"138","2378","2","24","1","96","1","1581501439","1581501138","280","[44,83,60,75,90,80,78,48,98,61,13,20,67,81,92,87,28,95]","30.3"
"139","2374","2","24","1","12","1","1581501437","1581501138","280","[76,58,79,15,57,34,80,67]","153.4"
"140","2358","2","24","1","25","1","1581501438","1581501138","280","[51,19,46,38,48,45,87,86,40,89,82,2,23,17,58,41,75,13,16,11,39,4,5,53,24,8,10]","-364.8"
"141","2332","2","24","1","82","1","1581501428","1581501138","280","[71,49,94,51,68,33,37,50,20,39,59,60,1,78,2,62,81,5,58,55,67,99,61,96,84,11,48,72,25,75,53,17,46]","107"
"142","2379","2","24","1","95","1","1581501439","1581501138","280","[15,98,31,24,3,33,30,23,12,28,52,85,32,57,66,43,94,75,68,53,71,73]","264.6"
"143","2373","2","24","1","94","1","1581501207","1581501138","280","[46]","166.2"
"144","2376","2","24","1","73","1","1581501423","1581501138","280","[3,28]","149.4"
"145","2389","2","24","1","83","1","1581501433","1581501138","280","[100,99,9,57,20,41,17]","77.2"
"146","2395","2","24","1","66","1","1581501416","1581501138","280","[72,80,85,23,94,40,49]","33.9"
"147","2370","2","24","1","55","1","1581501439","1581501138","280","[15,80,89,3,26,77,78,36,98,38,94,74,66,73,46]","92.9"
"148","2386","2","24","1","8","1","1581501439","1581501138","280","[85,81,22,17,83,15,63,93,9,75,13,77,21,62]","-21.9"
"149","2377","2","24","1","58","1","1581501282","1581501138","280","[21,62,37,61,36,82]","101.5"
"150","2372","2","24","1","89","1","1581501439","1581501138","280","[25,15,65,57,11,91,18,58,7,5,37,16,1,62,2,99,45,97,44,22,61,47,49,85,23,24,30,33,50,48,95]","-154.4"
"151","2311","2","24","1","38","1","1581501439","1581501138","280","[24,16,75,81,71,68,98,20,60,73,46,59,50,86,35,74,87,44,90,93,95,55,52,3,43]","112.4"
"152","2309","2","24","1","39","1","1581501436","1581501138","280","[76,45,58,81,47,37,82,17,62,79,36,11,53,18,35,10,8,29,83,22,61]","-63.3"
"153","2328","2","24","1","79","1","1581501440","1581501138","280","[78,1,17,81,84,45,88,36,37,21,75,2,15,39,13,29,76,56,89,25]","-252.4"
"154","2355","2","24","1","24","1","1581501432","1581501138","280","[15,43,53,75,91,2]","210"
"155","2335","2","24","1","42","1","1581501437","1581501138","280","[70,89,75,53,76,24,36,13,59,49]","164.9"
"156","2375","2","24","1","77","1","1581501430","1581501138","280","[98,36,46,8,81,69,2,45,76,37,75]","-58.1"
"157","2306","2","24","1","86","1","1581501408","1581501138","280","[71,15,18,61,20,62,75,55]","210"
"158","2351","2","24","1","34","1","1581501431","1581501138","280","[98,97,85,58,54,90,29,9,80,1,78,96,75,36,68,93,55,56,31,87,7,53,40]","-73.5"
"159","2316","2","24","1","64","1","1581501416","1581501138","280","[46,36,75,72,59]","88.6"
"160","2393","2","24","1","7","1","1581501436","1581501138","280","[57,35,55,36,40,75,51,28,96,65,80,70,4,11,37,17,9,15,89,10,76]","-190.9"
"161","2319","2","24","1","81","1","1581501439","1581501138","280","[78,48,100,19,80,57,28,91,51,46,42,52]","49.4"
"162","2313","2","24","1","59","1","1581501439","1581501138","280","[24,9,85,42,70]","87.9"
"163","2327","2","24","1","93","1","1581501438","1581501138","280","[58,17,55,63,97,96,44,2,90,15,14,54,88]","12.6"
"164","2338","2","24","1","48","1","1581501439","1581501138","280","[62,65,86,69,50,52,73,87,44,71,32,90,56,28,60,82,94,43,41,18,12,47,66,67,68,26,96,61,38,23,51]","53.4"
"165","2361","2","24","1","27","1","1581501439","1581501138","280","[24,64,17,58,15,79,59,21,16,4,66,71,52,30,68,9,3,83,47,18,12,62,81,85,63,6,61,99]","71.1"
"166","2312","2","24","1","2","1","1581501439","1581501138","280","[9,59,90,15,97,50,68,30,4,41,83,18,75]","210"
"167","2302","2","24","1","63","1","1581501438","1581501138","280","[8,84,78,81,51,76,19,96,61,22,13,2,24]","38.5"
"168","2317","2","24","1","90","1","1581501436","1581501138","280","[89,99,58,29,34,52,55,23,66,12,85,47,41,65,3,71,73,27,31,97,59]","40.2"
"169","2304","2","24","1","62","1","1581501438","1581501138","280","[85,17,94,18,3,39,21,67,5,23,13,24,29,14]","27.6"
"170","2318","2","24","1","88","1","1581501402","1581501138","280","[71,8,1,58,79,17,75,37,93,80,2,61,36,76,4,15,34]","19.5"
"171","2301","2","24","1","60","1","1581501436","1581501138","280","[18,21,75,76]","132.5"
"172","2344","2","24","1","72","1","1581501438","1581501138","280","[82,5,46,48,1,74,59,64,45,38,71,66,68,52]","-113"
"173","2341","2","24","1","21","1","1581501440","1581501138","280","[18,15,17,97,85,3,50,33,19,75,53,87,32]","62.2"
"174","2347","2","24","1","45","1","1581501436","1581501138","280","[19,38,39,76,37,46,58,98,77,11,44,86,84,36,79,25,23,74,51,29,80,89,72]","-316.6"
"175","2350","2","24","1","20","1","1581501405","1581501138","280","[59,48,75,36]","132.5"
"176","2331","2","24","1","3","1","1581501434","1581501138","280","[18,1,99,57,52,95,16]","83.9"
"177","2339","2","24","1","16","1","1581501435","1581501138","280","[2,64,90,43,56,85,12,13,25,75,3]","163.9"
"178","2329","2","24","1","57","1","1581501433","1581501138","280","[59,76,43,17,71,85,77,15,56,6,47,12,27,18,65,75,84,99,63,24,78,80]","429.6"
"179","2342","2","24","1","33","1","1581501440","1581501138","280","[76,1,13,59,51,95]","42.2"
"180","2325","2","24","1","28","1","1581501398","1581501138","280","[55,52,33,73,95,75]","282.4"
"181","2314","2","24","1","49","1","1581501432","1581501138","280","[32,24,42,37,15,2,82,11,57,33,85,18,94,60,52,23,89,3,66,41,99,12,73,90,93]","-78.1"
"182","2320","2","24","1","41","1","1581501435","1581501138","280","[38,99,80]","168.9"
"183","2343","2","24","1","5","1","1581501414","1581501138","280","[18,47,75,15]","210"
"184","2310","2","24","1","37","1","1581501439","1581501138","280","[24,81,36,11,7,53,91,65,67,20,76,56,80,69]","-49.6"
"185","2345","2","24","1","36","1","1581501439","1581501138","280","[98,38,48,46,60,81,11,76,84,96,92,7,77,69,58,62,53,13,51,24,63,86,88,61,95,80,2,67,75,10,18,57,20,49,1]","-434.1"
"186","2303","2","24","1","51","1","1581501440","1581501138","280","[17,59,5,22,34,73,12,4,47,53,7,10,52,50,91,56,30,33,25,82,63,40,81,92,32,27,24,94,80,48,75,35]","206.4"
"187","2333","2","24","1","15","1","1581501437","1581501138","280","[18,79,59,58,43,83,42,47,91,62,11,61,97,85,80,65,77,7,84,4,76,16,20,17,67,52,70,87,13,37]","-38.2"
"188","2308","2","24","1","78","1","1581501440","1581501138","280","[75,66,85,53,44,84,1,37,45,63]","168"
"189","2322","2","24","1","65","1","1581501437","1581501138","280","[48,9,95,33]","138.9"
"190","2346","2","24","1","23","1","1581501439","1581501138","280","[18,35,94,75,82]","210"
"191","2337","2","24","1","53","1","1581501429","1581501138","280","[38,36,75,37,59]","86.3"
"192","2324","2","24","1","91","1","1581501431","1581501138","280","[60,55,51,75,30,87,40]","138.9"
"193","2348","2","24","1","54","1","1581501434","1581501138","280","[59,17,55,90,71,53,89,52,1,44,56,87,34,93,97,75,36,24,68,9]","86.9"
"194","2323","2","24","1","87","1","1581501420","1581501138","280","[75,36]","210"
"195","2326","2","24","1","98","1","1581501436","1581501138","280","[60,82,62,21,86,73,75,50,38]","133.4"
"196","2334","2","24","1","100","1","1581501433","1581501138","280","[24,15,83,43,42,61,37,22,62,3,2,29,97,93,20]","77.5"
