"id","id_subj","nb_question","nb_item","choice"
"1","323","1","1","0"
"2","323","2","5","0"
"3","310","1","1","0"
"4","315","1","4","16"
"5","310","2","4","0"
"6","323","3","3","0"
"7","310","3","5","0"
"8","310","4","2","0"
"9","323","4","4","0"
"10","310","5","3","0"
"11","323","5","2","0"
"12","303","1","4","15"
"13","315","2","1","26"
"14","315","3","2","0"
"15","308","1","3","33"
"16","303","2","3","30"
"17","306","1","2","19"
"18","301","1","5","23"
"19","303","3","5","67"
"20","315","4","5","0"
"21","327","1","3","9"
"22","306","2","1","15"
"23","315","5","3","16"
"24","303","4","1","31"
"25","304","1","1","16"
"26","349","1","4","0"
"27","301","2","3","13"
"28","306","3","5","0"
"29","303","5","2","6"
"30","306","4","4","0"
"31","334","1","4","17"
"32","339","1","5","9"
"33","308","2","4","16"
"34","346","1","5","43"
"35","306","5","3","0"
"36","304","2","5","92"
"37","328","1","4","0"
"38","349","2","3","50"
"39","304","3","4","0"
"40","321","1","4","25"
"41","328","2","5","0"
"42","301","3","1","0"
"43","309","1","1","51"
"44","339","2","2","17"
"45","346","2","2","0"
"46","328","3","1","25"
"47","316","1","1","25"
"48","339","3","3","19"
"49","328","4","3","0"
"50","339","4","1","4"
"51","304","4","3","42"
"52","346","3","4","25"
"53","334","2","2","31"
"54","349","3","2","12"
"55","339","5","4","4"
"56","345","1","1","24"
"57","327","2","5","17"
"58","328","5","2","44"
"59","334","3","5","0"
"60","346","4","1","0"
"61","309","2","3","16"
"62","332","1","4","0"
"63","322","1","4","16"
"64","334","4","1","100"
"65","304","5","2","0"
"66","349","4","1","16"
"67","327","3","4","7"
"68","346","5","3","22"
"69","345","2","5","71"
"70","321","2","2","9"
"71","334","5","3","34"
"72","301","4","4","3"
"73","325","1","3","33"
"74","331","1","1","0"
"75","312","1","4","25"
"76","332","2","1","4"
"77","308","3","1","42"
"78","309","3","4","16"
"79","349","5","5","25"
"80","301","5","2","2"
"81","321","3","5","47"
"82","327","4","1","27"
"83","331","2","5","0"
"84","316","2","2","20"
"85","324","1","3","33"
"86","345","3","2","18"
"87","322","2","2","13"
"88","305","1","3","35"
"89","325","2","1","20"
"90","321","4","3","33"
"91","327","5","2","19"
"92","331","3","3","0"
"93","316","3","3","50"
"94","348","1","5","0"
"95","345","4","4","33"
"96","332","3","2","4"
"97","341","1","4","33"
"98","309","4","2","37"
"99","312","2","3","41"
"100","322","3","1","11"
"101","332","4","5","0"
"102","345","5","3","49"
"103","325","3","4","72"
"104","316","4","5","75"
"105","331","4","2","0"
"106","308","4","2","51"
"107","329","1","1","24"
"108","322","4","3","24"
"109","332","5","3","0"
"110","325","4","5","52"
"111","321","5","1","12"
"112","309","5","5","0"
"113","331","5","4","0"
"114","336","1","4","33"
"115","317","1","1","2"
"116","305","2","4","38"
"117","316","5","4","33"
"118","308","5","5","0"
"119","329","2","4","0"
"120","330","1","2","20"
"121","322","5","5","58"
"122","317","2","4","34"
"123","343","1","2","17"
"124","320","1","1","75"
"125","329","3","5","100"
"126","348","2","1","25"
"127","307","1","4","33"
"128","325","5","2","14"
"129","336","2","2","19"
"130","324","2","1","26"
"131","329","4","2","71"
"132","341","2","2","20"
"133","329","5","3","22"
"134","336","3","5","64"
"135","348","3","3","0"
"136","312","3","5","0"
"137","324","3","4","33"
"138","320","2","2","50"
"139","337","1","2","50"
"140","338","1","2","0"
"141","326","1","3","40"
"142","348","4","4","0"
"143","343","2","4","0"
"144","348","5","2","0"
"145","336","4","1","24"
"146","341","3","5","75"
"147","305","3","5","42"
"148","307","2","2","20"
"149","319","1","3","17"
"150","320","3","3","50"
"151","338","2","1","100"
"152","336","5","3","50"
"153","341","4","3","50"
"154","343","3","3","50"
"155","314","1","1","51"
"156","305","4","1","30"
"157","330","2","4","31"
"158","337","2","3","33"
"159","307","3","5","0"
"160","338","3","4","0"
"161","319","2","5","58"
"162","320","4","4","50"
"163","341","5","1","25"
"164","326","2","5","63"
"165","305","5","2","27"
"166","324","4","2","20"
"167","314","2","2","51"
"168","330","3","5","75"
"169","342","1","2","38"
"170","338","4","5","0"
"171","338","5","3","100"
"172","326","3","4","39"
"173","350","1","5","17"
"174","307","4","1","24"
"175","314","3","5","0"
"176","312","4","1","76"
"177","342","2","3","50"
"178","324","5","5","50"
"179","337","3","4","33"
"180","340","1","2","1"
"181","320","5","5","0"
"182","326","4","1","35"
"183","307","5","3","49"
"184","314","4","4","33"
"185","342","3","1","42"
"186","330","4","3","50"
"187","311","1","2","20"
"188","343","4","5","77"
"189","319","3","1","25"
"190","342","4","5","58"
"191","317","3","3","22"
"192","314","5","3","0"
"193","318","1","3","50"
"194","337","4","1","42"
"195","343","5","1","17"
"196","326","5","2","38"
"197","330","5","1","25"
"198","312","5","2","16"
"199","350","2","2","63"
"200","317","4","5","59"
"201","340","2","1","2"
"202","337","5","5","58"
"203","311","2","3","0"
"204","319","4","2","26"
"205","302","1","2","20"
"206","342","5","4","42"
"207","317","5","2","8"
"208","319","5","4","26"
"209","350","3","1","0"
"210","302","2","3","34"
"211","350","4","4","0"
"212","340","3","3","1"
"213","311","3","5","17"
"214","340","4","4","3"
"215","350","5","3","17"
"216","318","2","2","49"
"217","311","4","4","17"
"218","302","3","5","58"
"219","318","3","4","50"
"220","347","1","1","25"
"221","340","5","5","2"
"222","302","4","4","0"
"223","311","5","1","0"
"224","302","5","1","25"
"225","318","4","1","50"
"226","318","5","5","50"
"227","347","2","4","8"
"228","313","1","3","41"
"229","347","3","5","25"
"230","347","4","3","33"
"231","335","1","1","17"
"232","347","5","2","5"
"233","313","2","1","8"
"234","344","1","1","26"
"235","335","2","3","38"
"236","313","3","5","59"
"237","335","3","2","70"
"238","333","1","4","26"
"239","335","4","5","24"
"240","313","4","4","17"
"241","333","2","2","0"
"242","313","5","2","6"
"243","335","5","4","34"
"244","333","3","1","19"
"245","333","4","3","24"
"246","344","2","2","25"
"247","333","5","5","33"
"248","344","3","4","34"
"249","344","4","3","50"
"250","344","5","5","0"
